ticker,company,marketCap,marketCapGroup,sector
NC,Nacco Industries,328750000,Small,consumergoods
PSNL,Personalis,328581700,Small,healthcare
NWPX,Northwest Pipe Company,328376400,Small,industrialgoods
CBMG,Cellular Biomedicine Group,328355400,Small,healthcare
ALGR,Allegro Merger,327760800,Small,industrialgoods
CLMT,Calumet Specialty Products,327303200,Small,consumergoods
AAVVF,Advantage Oil & Gas,327094200,Small,utilities
CPADF,COOKPAD,326572000,Small,services
PKE,Park Electrochemical,326252100,Small,consumergoods
FRTG,Frontera Group,325716800,Small,services
GPP,Green Plains Partners,324254000,Small,basicmaterials
DNSBF,Dine Sab de CV,324222300,Small,services
NERV,Minerva Neurosciences,323907500,Small,healthcare
TKKS,Tkk Symphony Acquisition,323620500,Small,industrialgoods
MCFT,MasterCraft Boat Holdings,323534600,Small,consumergoods
HBMD,Howard Bancorp,323376300,Small,financial
CODEF,Codere SA,323277600,Small,services
VNTR,Venator Materials,322892000,Small,consumergoods
ARAY,Accuray,322270500,Small,healthcare
HUNTF,Hunter Maritime Acquisition,322142700,Small,financial
MFSF,Mutualfirst Financial,321853100,Small,financial
PUYI,Puyi,321778900,Small,financial
CASA,Casa Systems,321659300,Small,technology
BRP,BRP Group,321073300,Small,financial
RBBN,Ribbon Communications,320674400,Small,consumergoods
NXSCF,Next Science,320506800,Small,healthcare
BREW,Craft Brewers Alliance,320124300,Small,consumergoods
LMPX,LMP Automotive Holdings,320025500,Small,technology
SMLR,Semler Scientific,319872000,Small,healthcare
PEI,Pennsylvania Real Estate Investment,318903100,Small,financial
ARLO,Arlo Technologies,318732800,Small,technology
PCYO,Pure Cycle,318224000,Small,utilities
GHL,Greenhill,317504500,Small,financial
SNCPF,Suncorporation,316783900,Small,services
FMCI,Forum Merger,316666200,Small,financial
CTK,CooTek (Cayman),316291100,Small,technology
CTAC,Chaserg Technology Acquisition,316012200,Small,financial
GSS,Golden Star Resources,315718000,Small,basicmaterials
RFL,Rafael Holdings,315684000,Small,healthcare
CRSA,Crescent Acquisition,315625000,Small,financial
GTYH,GTY Technology Holdings,315336300,Small,financial
TMQ,Trilogy Metals,315153000,Small,basicmaterials
SELB,Selecta Biosciences,315088400,Small,healthcare
KCLI,Kansas City Life Insurance Company,313729200,Small,financial
SIEN,Sientra,313713300,Small,healthcare
GRTS,Gritstone Oncology,313660600,Small,healthcare
ATONF,Anton Oilfield Services Group,313584200,Small,utilities
EVI,EVI Industries,313378200,Small,industrialgoods
OYOCF,OYO,313366800,Small,industrialgoods
GLAD,Gladstone Capital,313142600,Small,financial
BTAI,Bioxcel Therapeutics,312907200,Small,healthcare
OMP,Oasis Midstream Partners,312902400,Small,basicmaterials
ZYXI,Zynex,312368200,Small,healthcare
DFIN,Donnelley Financial Solutions,312130000,Small,services
MG,Mistras Group,311992800,Small,basicmaterials
MIXT,MiX Telematics,311954300,Small,technology
CTO,Consolidated-Tomoka Land Co,310724200,Small,financial
GWGH,GWG Holdings,309857000,Small,financial
MNKD,MannKind,309612000,Small,healthcare
IRS,Irsa Inversiones Y Representaciones SA,309591700,Small,financial
SFST,Southern First Bancshares,309528800,Small,financial
HALL,Hallmark Financial Services,309178400,Small,financial
SRT,StarTek,309018500,Small,services
AJX,Great Ajax,308475700,Small,financial
FNLC,First Bancorp,308332700,Small,financial
AMRS,Amyris,308068800,Small,consumergoods
SKLMF,Skellerup Holdings,307865500,Small,industrialgoods
GNMK,GenMark,307298600,Small,healthcare
VTIQ,VectoIQ Acquisition,307070400,Small,financial
QUTEF,Lumibird SA,306645400,Small,healthcare
CCR,CONSOL Coal Resources,306450000,Small,basicmaterials
OSTK,Overstock,306307500,Small,services
GMDTF,Golden Meditech Holdings,306277600,Small,healthcare
GALXF,Galaxy Resources,305061900,Small,basicmaterials
AMAG,Amag Pharmaceuticals,304904800,Small,healthcare
RTIX,RTI Biologics,304856000,Small,healthcare
HMI,Huami,304738400,Small,technology
MLLCF,Molecular Partners AG,304576900,Small,healthcare
MYBUF,Meyer Burger Technology AG,304003400,Small,technology
SMBK,SmartFinancial,303973600,Small,financial
OSMT,Osmotica Pharmaceuticals,303694400,Small,healthcare
DPLO,Diplomat Pharmacy,303136300,Small,services
AJIA,Ajia Innogroup Holdings,303060000,Small,technology
ALKEF,Alkane Resources,302197200,Small,basicmaterials
PVAC,Penn Virginia,301552600,Small,basicmaterials
SI,Silvergate Capital,301546700,Small,financial
SYRS,Syros Pharmaceuticals,301331100,Small,healthcare
IPI,Intrepid Potash,300893900,Small,basicmaterials
GFN,General Finance,300562100,Small,services
UAN,CVR Partners,300200000,Small,consumergoods
WLDBF,WildBrain,300199500,Small,services
GLLHF,Goldlion Holdings,299544800,Micro,consumergoods
TUP,Tupperware,299261900,Micro,industrialgoods
SPHRF,Starpharma Holdings,299039500,Micro,healthcare
WBAI,500.com,299027200,Micro,services
EIGR,Eiger Biopharmaceuticals,298839000,Micro,healthcare
AKKVF,Akastor ASA,298771000,Micro,industrialgoods
PTSI,P.A.M. Transportation Services,298690100,Micro,services
TRIL,Trillium Therapeutics,297625700,Micro,healthcare
BBCP,Concrete Pumping Holdings,297120900,Micro,financial
VFF,Village Farms International,297108000,Micro,consumergoods
ITIC,Investors Title Company,296950800,Micro,financial
WQTEF,Weiqiao Textile Co,296805900,Micro,industrialgoods
PNRG,Primeenergy,296760000,Micro,basicmaterials
XNET,Xunlei,296383000,Micro,technology
ASPS,Altisource Portfolio Solutions SA,296208300,Micro,financial
SAR,Saratoga Investment,295204800,Micro,financial
XGN,Exagen,295183500,Micro,healthcare
ONDS,Ondas Holdings,295148500,Micro,technology
CATS,Catasys,294881300,Micro,services
CRHM,CRH Medical,294666500,Micro,healthcare
BLFS,BioLife Solutions,294160600,Micro,healthcare
SNDX,Syndax Pharmaceuticals,293926200,Micro,healthcare
AOSL,Alpha and Omega,293899400,Micro,consumergoods
SNHPF,Sanei Architecture Planning Co,293856800,Micro,financial
SHLL,Tortoise Acquisition,293300800,Micro,financial
MSON,Misonix,293080000,Micro,healthcare
VLNCF,Valens GroWorks,292866700,Micro,healthcare
VLGEA,Village Super Market,292723800,Micro,services
FLGT,Fulgent Genetics,292392100,Micro,services
KALV,KalVista Pharmaceuticals,292299300,Micro,healthcare
FCBP,First Choice Bancorp,292063600,Micro,financial
EXSR,Exchange Bank (Santa Rosa),291311400,Micro,financial
VPTOF,Senex Energy,291292000,Micro,unknownsector
ORBC,Orbcomm,291223900,Micro,technology
HIIQ,Health Insurance Innovations,291008500,Micro,financial
GTBDF,Great Bear Resources,290868700,Micro,unknownsector
EROS,Eros International,290733600,Micro,services
RMG,RMG Acquisition,289800000,Micro,financial
ARA,American Renal Associates Holdings,289559000,Micro,services
HABT,Habit Restaurants,289465400,Micro,services
AKBIF,AKEBONO BRAKE INDUSTRY CO,289182900,Micro,basicmaterials
ALBO,Albireo Pharma,289136700,Micro,healthcare
OXSQ,Oxford Square Capital,289129500,Micro,financial
NOA,North American Construction Group,288952800,Micro,utilities
GWRS,Global Water Resources,288473600,Micro,utilities
TCI,Transcontinental Realty Investors,288258100,Micro,financial
OOMA,Ooma,287921800,Micro,technology
ISEE,IVERIC bio,287913500,Micro,healthcare
FRMO,FRMO,287893500,Micro,services
PLSE,Pulse Biosciences,287705900,Micro,healthcare
BCML,BayCom,287594700,Micro,financial
ONDK,On Deck Capital,287398800,Micro,financial
HKIB,AMTD International,287106200,Micro,financial
TMST,Timkensteel,286848000,Micro,basicmaterials
SPLP,Steel Partners Holdings,286763600,Micro,industrialgoods
KVAEF,Kvaerner ASA,286660500,Micro,industrialgoods
HOCXF,Hoteles City Express SA de CV,286459800,Micro,services
WHF,WhiteHorse,286411200,Micro,financial
IRMD,Iradimed,286069200,Micro,healthcare
STXS,Stereotaxis,285566300,Micro,healthcare
HOFT,Hooker Furniture,285414200,Micro,consumergoods
SUNS,Solar Senior Capital,284798800,Micro,financial
NATH,Nathan's Famous,284477100,Micro,services
TNEYF,Tamarack Valley Energy,284391100,Micro,basicmaterials
EXK,Endeavour Silver,284013200,Micro,basicmaterials
RM,Regional Management,283947800,Micro,financial
TBNK,Territorial Bancorp,283798500,Micro,financial
AAGH,America Great Health,283304000,Micro,services
THCB,Tuscan Holdings,282870000,Micro,financial
UBX,Unity Biotechnology,281251500,Micro,healthcare
BRT,BRT Realty,280908000,Micro,financial
CBWTF,Auxly Cannabis Group,280900400,Micro,financial
AMCI,Amci Acquisition,280887400,Micro,financial
KLDO,Kaleido Biosciences,280788400,Micro,healthcare
EXPR,Express,280552600,Micro,services
MEDIF,MediPharm Labs,280034000,Micro,healthcare
DRRX,Durect,279259200,Micro,healthcare
PBBIF,Probi AB,279168000,Micro,healthcare
FRGI,Fiesta,279156200,Micro,services
CSTR,Capstar Financial Holdings,278551500,Micro,financial
TACO,Del Taco Restaurants,278313100,Micro,services
EZPW,EZCORP,278231400,Micro,financial
DLTH,Duluth Holdings,278088800,Micro,consumergoods
HWAL,Hollywall Entertainment,277976500,Micro,services
LAND,Gladstone Land,277834000,Micro,financial
BAOOF,BAIOO Family Interactive,276896000,Micro,technology
HCINF,HC Group,276887500,Micro,industrialgoods
CMICF,CMIC Holdings Co,276325500,Micro,healthcare
USDP,USD Partners,276179000,Micro,basicmaterials
TITN,Titan Machinery,275997800,Micro,services
STRO,Sutro Biopharma,275925500,Micro,healthcare
SMTS,Sierra Metals,275910000,Micro,basicmaterials
PLPC,Preformed Line Products Company,275890700,Micro,industrialgoods
HOLHF,Hoegh LNG Holdings,275858800,Micro,utilities
CNCE,Concert Pharma,275840400,Micro,healthcare
CTRN,Citi Trends,275175400,Micro,services
BYNEF,Banyan Tree Holdings,275032900,Micro,services
MTNB,Matinas BioPharma,274921800,Micro,healthcare
HDIUF,Hardwoods Distribution,273794600,Micro,services
FLDM,Fluidigm,273390400,Micro,healthcare
MTLQU,Motors Liquidation Company GUC,273060400,Micro,unknownsector
SCM,Stellus Capital,273002600,Micro,financial
VHC,Virnetx Holding,272479200,Micro,technology
ROGFF,Roxgold,272094900,Micro,basicmaterials
CMLS,Cumulus Media,272044900,Micro,services
SPPI,Spectrum Pharmaceuticals,271583600,Micro,healthcare
TNP,Tsakos Energy,271527400,Micro,services
HAIPF,Hadera Paper,271309200,Micro,industrialgoods
THVB,Thomasville Bancshares,271090800,Micro,financial
CECE,Ceco Environmental,271026400,Micro,industrialgoods
AKTS,Akoustis Technologies,270500000,Micro,consumergoods
CRESY,Cresud Sociedad,270385600,Micro,financial
BTKGF,BreadTalk Group,270368600,Micro,consumergoods
DL,China Distance Education,269883100,Micro,services
SILC,Silicom,269800000,Micro,consumergoods
RFP,Resolute Forest,269667300,Micro,consumergoods
DVNHF,Frontier Services Group,269654300,Micro,technology
MUDS,Mudrick Capital Acquisition,269360000,Micro,industrialgoods
ECOM,ChannelAdvisor,268524600,Micro,technology
GME,GameStop,268303800,Micro,services
ALCO,Alico,267784000,Micro,consumergoods
CSHX,Cashmere Valley Bank,267653700,Micro,financial
SALT,Scorpio Bulkers,267462300,Micro,services
TTCNF,Telit Communications,266708900,Micro,consumergoods
MESA,Mesa Air Group,266667000,Micro,industrialgoods
SCOR,comScore,266504800,Micro,services
AVDL,Avadel Pharmaceuticals,265895000,Micro,healthcare
MSB,Mesabi Shs,265680000,Micro,basicmaterials
CASI,CASI Pharmaceuticals,265433200,Micro,healthcare
SEIGF,Semperit Holding AG,265396900,Micro,basicmaterials
BGOUF,Bang & Olufsen,264605000,Micro,services
AT,Atlantic Power,264576200,Micro,utilities
DAKT,Daktronics,264567300,Micro,consumergoods
VERU,Veru,264196400,Micro,consumergoods
SMLP,Summit Midstream,263972500,Micro,basicmaterials
NKSH,National Bankshares,263948300,Micro,financial
QIWI,Qiwi,263933600,Micro,technology
TOAOF,Toa Oil Company,263728000,Micro,unknownsector
INBK,First Internet Bancorp,263320900,Micro,financial
KMDA,Kamada,263102200,Micro,healthcare
QMCO,Quantum,263069400,Micro,consumergoods
FOMX,Foamix Pharma,262955100,Micro,healthcare
VPAHF,Volpara Health Technologies,262811000,Micro,healthcare
BHR,Braemar Hotels & Resorts,262751200,Micro,financial
MNOV,Medicinova,262613600,Micro,healthcare
USX,US Xpress Enterprises,262452900,Micro,industrialgoods
BRG,Bluerock Residential Growth,261883800,Micro,financial
MULG,Muliang Agritech,261394000,Micro,industrialgoods
YI,111,261040600,Micro,technology
TLPPF,Telix Pharmaceuticals,260878400,Micro,healthcare
GGRGF,Groupe Gorge SA,260517200,Micro,industrialgoods
LHC,Leo Holdings,260500000,Micro,industrialgoods
PRTY,Party City Holdco,259769400,Micro,services
GERN,Geron,259711400,Micro,healthcare
FARYF,FAR,259449600,Micro,unknownsector
PLM,Polymet Mining,259349300,Micro,basicmaterials
CHMI,Cherry Hill Mortgage,259200000,Micro,financial
NYMX,Nymox Pharmaceutical,258885300,Micro,healthcare
BFRA,Biofrontera Ag,258587200,Micro,healthcare
BRYAF,Berjaya Bhd,258246000,Micro,basicmaterials
SPWH,Sportsman's Warehouse,258083100,Micro,services
BWMC,Boxwood Merger,258055000,Micro,financial
RADA,Rada Electronics Industries,257923200,Micro,consumergoods
RTNXF,Renalytix AI,257859900,Micro,technology
AMBZ,American Business Bank,257438800,Micro,financial
APYX,Apyx Medical,257285000,Micro,healthcare
CATN,CAT9 Group,255415000,Micro,financial
CWCO,Consolidated Water Co,254724600,Micro,utilities
ODC,Oil-Dri Of America,254596600,Micro,consumergoods
PDLB,PDL Community Bancorp,254334800,Micro,financial
AHT,Ashford Hospitality,253232800,Micro,financial
VBIV,VBI Vaccines,253124900,Micro,healthcare
WHG,Westwood Holdings Group,252978600,Micro,financial
CNTY,Century Casinos,252705200,Micro,services
TLYS,Tilly's,252611500,Micro,services
SLGL,Sol-Gel Technologies,251779400,Micro,healthcare
IVC,Invacare,251252800,Micro,healthcare
PLYM,Plymouth Industrial Reit,251228400,Micro,financial
GCBC,Greene County Bancorp,250873000,Micro,financial
GFASY,Gafisa SA,250692600,Micro,consumergoods
BSTGF,Boustead Singapore,250512500,Micro,industrialgoods
CVCY,Central Valley Community Bancorp,249692400,Micro,financial
AAOI,Applied Optoelectronics,249488000,Micro,consumergoods
ILCC,International Leaders Capital,249386000,Micro,financial
COSG,Cosmos Group Holdings,249256700,Micro,services
PFBI,Premier Financial Bancorp,248903500,Micro,financial
ISTR,Investar Holding,248605600,Micro,financial
LACQ,Leisure Acquisition,248549200,Micro,industrialgoods
CDZI,Cadiz,248436800,Micro,utilities
LUNA,Luna Innovations,247661200,Micro,consumergoods
JG,Aurora Mobile,247420000,Micro,technology
NRIM,Northrim Bancorp,247274300,Micro,financial
MCRB,Seres Therapeutics,247138800,Micro,healthcare
PKD,Parker Drilling Co,246888400,Micro,industrialgoods
STRS,Stratus Properties,246565800,Micro,financial
ATLO,Ames National,246438600,Micro,financial
CALA,Calithera Bio,246433500,Micro,healthcare
CREJF,CRE,245856000,Micro,financial
FIZN,First Citizens Bancshares,245777300,Micro,financial
ZPTAF,Surge Energy,245693900,Micro,basicmaterials
PKBK,Parke Bancorp,245471100,Micro,financial
TIPT,Tiptree Financial,244706000,Micro,financial
SSHPF,Scanship Holding ASA,244564400,Micro,industrialgoods
RLGT,Radiant Logistics,244552400,Micro,services
WNEB,Western New England Bancorp,244333600,Micro,financial
TAST,Carrols Restaurant Group,244202700,Micro,services
TPLWF,Temple & Webster Group,243859400,Micro,industrialgoods
DSX,Diana Shipping,243486100,Micro,services
PRED,Predictive Technology Group,243370500,Micro,consumergoods
IMV,IMV,242522500,Micro,healthcare
MRLN,Marlin Business Services,242522300,Micro,financial
RDVT,Red Violet,242486700,Micro,technology
DCOHF,Dickson Concepts (International),242434800,Micro,industrialgoods
RCBC,River City Bank,241839100,Micro,financial
SNGSF,Singamas Container Holdings,241692000,Micro,industrialgoods
MEIP,MEI Pharma,241677700,Micro,healthcare
NRP,Natural Resource PRN,241664300,Micro,basicmaterials
UEPS,Net 1 Ueps,241547100,Micro,technology
RBNC,Reliant Bancorp,241159600,Micro,financial
SUPV,Grupo Supervielle SA,240940200,Micro,financial
LMNL,Liminal BioSciences,240823300,Micro,healthcare
DS,Drive Shack,240731000,Micro,services
ERA,Era Group,240358400,Micro,basicmaterials
FSBW,FS Bancorp,240161700,Micro,financial
OPPXF,Opus Group AB,240093000,Micro,technology
EXCOF,Exco Technologies,239532400,Micro,industrialgoods
ITHUF,iAnthus Capital Holdings,239442000,Micro,healthcare
BSTJF,Boustead Projects,239203600,Micro,industrialgoods
EGLE,Eagle Bulk Shipping,239070000,Micro,services
CDXC,Chromadex,238905400,Micro,consumergoods
CDR,Cedar Realty,238654000,Micro,financial
STKL,SunOpta,238490800,Micro,consumergoods
GPX,GP Strategies,238329000,Micro,services
WVE,Wave Life Sciences,237972600,Micro,healthcare
LOGC,Logicbio Therapeutics,237495700,Micro,healthcare
SNCR,Synchronoss Technologies,237449000,Micro,technology
HPR,HighPoint Resources,237179200,Micro,basicmaterials
TGRF,TGR Financial,236885000,Micro,financial
ACNB,ACNB,236800300,Micro,financial
MVBF,MVB Financial,236480000,Micro,financial
ORRF,Orrstown Financial Services,236320000,Micro,financial
REDIF,RedHill Biopharma,236306300,Micro,healthcare
LEJU,Leju,236229400,Micro,technology
SCPL,SciPlay,235833600,Micro,technology
CONN,Conn's,235745900,Micro,services
PCB,PCB Bancorp,235605000,Micro,financial
TOUR,Tuniu,235573400,Micro,services
WEYS,Weyco Group,235532200,Micro,services
VARXF,BOE Varitronix,235256000,Micro,technology
SECO,Secoo Holding,234852500,Micro,services
PZRIF,Pizza Pizza Royalty,234697500,Micro,services
IMMR,Immersion,234654500,Micro,consumergoods
ADMA,ADMA Biologics,234601900,Micro,healthcare
NZSTF,NZX,234331400,Micro,financial
BEDU,Bright Scholar Education Holdings,234211400,Micro,services
QUAD,Quad/Graphics,234165600,Micro,services
VRTV,Veritiv,234094000,Micro,services
UNTY,Unity Bancorp,233941500,Micro,financial
JMSB,John Marshall Bancorp,233850000,Micro,financial
RCAR,RenovaCare,233666600,Micro,healthcare
PVBC,Provident Bancorp,233298500,Micro,financial
JE,Just Energy Group,233160600,Micro,utilities
TNAV,Telenav,233116800,Micro,consumergoods
IMVT,Immunovant,232875000,Micro,financial
CLCT,Collectors Universe,232528900,Micro,services
USAS,Americas Silver,232159400,Micro,basicmaterials
FCAP,First Capital,231846900,Micro,financial
KRMD,REPRO-MED Systems,231086700,Micro,healthcare
CAZGF,Catapult Group International,231061900,Micro,services
CVEO,Civeo,230586600,Micro,services
AGLE,Aeglea Biotherapeutics,230550000,Micro,healthcare
ARL,American Realty Investors,230038300,Micro,financial
RIDYF,Ridley,230018200,Micro,industrialgoods
WINS,Wins Finance Holdings,229624800,Micro,financial
KALA,Kala Pharmaceuticals,229370800,Micro,healthcare
BCBP,BCB Bancorp,229119700,Micro,financial
CZFS,Citizens Financial Services,228948800,Micro,financial
JCP,JC Penney,228733100,Micro,services
AMVGF,AMVIG Holdings,228545600,Micro,industrialgoods
KGAUF,Kongsberg Automotive Holding ASA,228389700,Micro,basicmaterials
FBNK,FaceBank Group,228188300,Micro,unknownsector
PTVCB,Protective Insurance,228149500,Micro,financial
TIBR,Tiberius Acquisition,228131200,Micro,financial
JYNT,Joint,228046400,Micro,services
TSBK,Timberland Bancorp,227929300,Micro,financial
MNCL,Monocle Acquisition,227924400,Micro,financial
IOTS,Adesto Technologies,227857800,Micro,consumergoods
LJPC,La Jolla Pharma,227847200,Micro,healthcare
KNDI,Kandi Technologies,227736100,Micro,consumergoods
VIOT,Viomi Technology Co,227604900,Micro,technology
FVCB,FVCBankcorp,227436700,Micro,financial
DRTT,DIRTT Environmental Solutions,226945100,Micro,unknownsector
CSSXF,China Singyes Solar Technologies Holdings,226897200,Micro,basicmaterials
COFS,ChoiceOne Financial Services,226768500,Micro,financial
SBBX,SB One Bancorp,226463600,Micro,financial
PWOD,Penns Woods Bancorp,226086500,Micro,financial
ASPN,Aspen Aerogels,225990000,Micro,industrialgoods
MCEM,Monarch Cement Company,225784700,Micro,basicmaterials
ORXOF,Orexo AB,225618900,Micro,healthcare
YLWDF,Yellow Media,225605100,Micro,services
SEGN,Success Entertainment Group International,225300000,Micro,technology
NVAX,Novavax,225179400,Micro,healthcare
GRVY,Gravity Co,225144400,Micro,technology
PCOM,Points International,225047300,Micro,services
CVTI,Covenant Transportation Group,224682500,Micro,services
NWFL,Norwood Financial,224598200,Micro,financial
TRNS,Transcat,224302300,Micro,consumergoods
ELLO,Ellomay Capital Ordinary Sh,224280000,Micro,industrialgoods
EGAN,eGain,224156300,Micro,technology
CPLP,Capital Product,223407600,Micro,services
FNHC,FedNat Holding Company,223312100,Micro,financial
MRCC,Monroe Capital,223050600,Micro,financial
YTEN,Yield10 Bioscience,222973600,Micro,consumergoods
ATLC,Atlanticus Holdings,222656100,Micro,financial
OCUL,Ocular Therapeutix,222608500,Micro,healthcare
ASNXF,ASANTE,222148800,Micro,services
LFVN,LifeVantage,221991700,Micro,healthcare
AGRX,Agile Therapeutics,221789500,Micro,healthcare
PHGE,BiomX,221522100,Micro,financial
LCNB,LCNB,221222700,Micro,financial
RDI,Reading International,221076900,Micro,services
MCCK,Mestek,220976200,Micro,basicmaterials
PBMRF,PT Bumi Resources Tbk,220924800,Micro,unknownsector
IACYF,INTER ACTION,220796100,Micro,technology
TMMFF,TMAC Resources,220612200,Micro,basicmaterials
GSCCF,ioneer,220425000,Micro,basicmaterials
CMCT,CIM Commercial,220344200,Micro,financial
SIFY,Sify Technologies,219929200,Micro,technology
FRBA,First Bank,219923500,Micro,financial
LL,Lumber Liquidators,219918600,Micro,services
ZAGG,Zagg,219890200,Micro,consumergoods
ADES,Advanced Emissions Solutions,219536100,Micro,industrialgoods
WKHS,Workhorse Group,219078300,Micro,industrialgoods
BLCK,Blackcraft Cult,219076000,Micro,industrialgoods
FLMN,Falcon Minerals,218955100,Micro,utilities
GPOR,Gulfport Energy,218801300,Micro,basicmaterials
CYUFF,China Yurun Food Group,218731200,Micro,consumergoods
EVFM,Evofem Biosciences,218607400,Micro,healthcare
MFAC,Megalith Financial Acquisition,218594200,Micro,financial
PTVCA,Protective Insurance,218547700,Micro,financial
NSCO,Nesco Holdings,218200900,Micro,financial
THTX,Theratechnologies,218161800,Micro,healthcare
SCZC,Santa Cruz County Bank,217516000,Micro,financial
EXFO,Exfo,217196600,Micro,consumergoods
PSIX,Power Solutions,217141500,Micro,technology
PKIN,Pekin Life Insurance Co,217105000,Micro,financial
SOCLF,Pharos Energy,217040400,Micro,utilities
FBIZ,First Business Financial,216977800,Micro,financial
FIRRF,First Tractor Co,216887000,Micro,basicmaterials
INWK,InnerWorkings,216873300,Micro,services
HURC,Hurco Companies,216784100,Micro,consumergoods
JNCE,Jounce Therapeutics,216653100,Micro,healthcare
SFE,Safeguard Scientifics,216566000,Micro,services
GGPXF,G-Resources Group,216390400,Micro,basicmaterials
TOLWF,Trican Well Service,216272200,Micro,basicmaterials
ATHX,Athersys,216200500,Micro,healthcare
CVIA,Covia Holdings,216040500,Micro,basicmaterials
FCCY,1St Constitution Bancorp [Nj],215560800,Micro,financial
MTA,Metalla Royalty & Streaming,215442300,Micro,unknownsector
CSFFF,Capstone Mining,215424800,Micro,basicmaterials
HBB,Hamilton Beach Brands Holding Company,215322600,Micro,technology
NEPT,Neptune Wellness Solutions,215273100,Micro,healthcare
AMPY,Amplify Energy,215081600,Micro,basicmaterials
BWFG,Bankwell Financial Group,215078600,Micro,financial
XCUR,Exicure,214987000,Micro,unknownsector
LGDTF,Liberty Gold,214631100,Micro,basicmaterials
SMHI,SEACOR Marine Holdings,214616100,Micro,industrialgoods
PERI,Perion Network,214299100,Micro,technology
FDBC,Fidelity D & D Bancorp,214174700,Micro,financial
TCS,Container Store Group,214163600,Micro,services
SMSI,Smith Micro Software,214076700,Micro,technology
PLNHF,Planet 13 Holdings,214064800,Micro,healthcare
ENOB,Enochian Biosciences,213785900,Micro,financial
PHCUF,Photocure ASA,213442000,Micro,healthcare
CVLY,Codorus Valley Bancorp,212778400,Micro,financial
BW,Babcock & Wilcox Company,212705200,Micro,industrialgoods
SLCT,Select Bancorp,212261400,Micro,financial
FLNT,Fluent,211995600,Micro,utilities
DNN,Denison Mines,211883700,Micro,basicmaterials
GSV,Gold Standard Ventures,211864900,Micro,basicmaterials
ARNGF,Argonaut Gold,211806500,Micro,basicmaterials
RFGPF,Retail Food Group,211800000,Micro,services
KBBTF,Kubota Pharmaceutical Holdings Co,211515500,Micro,healthcare
CEIX,CONSOL Energy,211354600,Micro,basicmaterials
ASCJF,American Shipping Company ASA,210945400,Micro,basicmaterials
FUAIF,Funai Electric Co,210855400,Micro,services
MGDPF,Marathon Gold,210796000,Micro,basicmaterials
NPKLY,Nampak,210633300,Micro,consumergoods
EYPT,EyePoint Pharmaceuticals,209747000,Micro,healthcare
PTGX,Protagonist Therapeutics,209714400,Micro,healthcare
CCB,Coastal Financial,209686400,Micro,financial
AVH,Avianca Holdings,209412400,Micro,services
AI,Arlington Asset Investment,208768400,Micro,financial
RGCO,Rgc Resources,208651400,Micro,utilities
SIEB,Siebert Financial,208623600,Micro,financial
XOMA,Xoma,208329000,Micro,healthcare
KSHB,KushCo Holdings,208312600,Micro,services
NTOX,Notox Technologies,208026200,Micro,financial
GRIF,Griffin Land & Nurseries,208018400,Micro,financial
ITI,Iteris,207774700,Micro,consumergoods
GRNF,GRN Holding,207314900,Micro,basicmaterials
NGVC,Natural Grocers,207114500,Micro,services
MPB,Mid Penn Bancorp,207021200,Micro,financial
SIC,Select Interior Concepts,206967800,Micro,consumergoods
BGSF,BG Staffing,206581100,Micro,services
VMD,Viemed Healthcare,206464300,Micro,healthcare
BNRPF,Solon Eiendom ASA,206136600,Micro,financial
AUBN,Auburn National Bancorporation,205330300,Micro,financial
IINX,Ionix Technology,205205400,Micro,industrialgoods
RMBI,Richmond Mutual Bancorporation,205204600,Micro,financial
AFMD,Affimed,205086100,Micro,healthcare
ASPU,Aspen Group,204984000,Micro,consumergoods
UTI,Universal Technical Institute,204930200,Micro,services
ESXB,Community Bankers,204722000,Micro,financial
ASASF,Asia Standard International Group,204565900,Micro,financial
PIRS,Pieris Pharmaceuticals,204487000,Micro,healthcare
AKG,Asanko Gold,204142300,Micro,basicmaterials
EFRTF,Nexus Real Estate Investment,204133900,Micro,financial
CHMA,Chiasma,203777600,Micro,healthcare
VAPO,Vapotherm,203773600,Micro,technology
SONG,Akazoo SA,203496500,Micro,unknownsector
IDT,IDT,203005300,Micro,technology
AXU,Alexco Resource,202941100,Micro,basicmaterials
SHBI,Shore Bancshares,202875000,Micro,financial
CIH,China Index Holdings,202645500,Micro,technology
CNTG,Centogene NV,202582200,Micro,unknownsector
QQFSF,Qinqin Foodstuffs Group (Cayman) Company,202529100,Micro,consumergoods
FARM,Farmer Brothers Company,202216200,Micro,consumergoods
MFGI,Merchants Financial Group,202064400,Micro,financial
ABEO,Abeona Therapeutics,201918300,Micro,healthcare
AKRX,Akorn,201833600,Micro,healthcare
LFAC,LF Capital Acquisition,201824500,Micro,financial
XOG,Extraction Oil & Gas,201054100,Micro,basicmaterials
AVXL,Anavex Life Sciences,200920700,Micro,healthcare
DSKE,Daseke,200871800,Micro,financial
KCKSF,Keck Seng Investments (Hong Kong),200718000,Micro,services
CBNK,Capital Bancorp,200643800,Micro,financial
NODB,North Dallas Bank & Co,200382000,Micro,financial
BPRN,Bank of Princeton,200292600,Micro,financial
CHMG,Chemung Financial,199960100,Micro,financial
YTRGF,YT Realty Group,199889200,Micro,financial
MLP,Maui Land & Pineapple Company,199644700,Micro,financial
VERO,Venus Concept,199369000,Micro,healthcare
VNRX,VolitionRX,199240100,Micro,services
FLNCF,Freelancer,199213100,Micro,technology
